"HomeOff","Age","NoKids","Introv","Satisf","Prod"
0,54,3,0.228,7,67.426
0,58,1,0.423,6,43.306
0,33,1,0.196,4,27.01
0,47,2,0.145,5,51.092
1,37,0,0.581,4,16.793
0,53,1,0.522,4,20.069
1,51,0,0.147,8,45.935
0,33,1,0.205,4,31.344
1,29,0,0.331,6,26.931
1,30,0,0.472,5,31.995
0,48,1,0.219,5,25.774
0,40,1,0.168,4,36.135
0,51,2,0.578,5,38.373
0,26,0,0.514,4,32.053
0,47,2,0.147,5,46.514
0,54,3,0.389,5,59.639
0,34,4,0.374,4,59.53
0,45,1,0.288,4,33.426
0,46,0,0.537,6,31.06
0,63,2,0.335,5,26.661
1,54,1,0.175,5,42.473
0,30,0,0.402,3,24.963
0,37,1,0.336,4,25.034
1,32,0,0.735,7,32.509
0,48,1,0.435,5,36.296
0,42,1,0.326,4,31.091
0,28,0,0.389,5,32.463
0,41,2,0.255,6,48.373
0,45,5,0.35,5,68.177
0,29,0,0.44,3,33.283
0,58,0,0.472,5,22.663
0,50,1,0.221,6,43.972
1,43,0,0.455,7,30.315
0,30,0,0.523,5,23.5
1,61,1,0.405,9,48.743
0,31,1,0.353,4,26.185
1,31,0,0.442,6,38.782
0,44,1,0.682,5,32.952
0,43,2,0.424,5,32.133
0,27,0,0.612,4,31.794
1,52,0,0.794,6,42.226
1,29,0,0.516,6,37.509
0,63,1,0.294,7,28.064
0,46,1,0.4,5,36.391
0,58,1,0.473,7,38.069
0,28,0,0.266,4,19.606
0,54,0,0.271,4,27.462
1,45,0,0.232,5,21.835
0,31,3,0.405,3,40.444
1,42,0,0.457,7,37.548
0,37,0,0.549,4,10.703
0,52,3,0.179,4,45.738
1,29,0,0.298,5,25.041
0,56,1,0.493,6,38.223
0,55,2,0.422,6,55.619
0,60,0,0.383,6,25.913
0,34,0,0.545,3,17.725
0,61,2,0.391,5,40.84
1,50,0,0.605,6,33.578
1,29,0,0.205,6,34.231
0,63,2,0.51,5,35.76
0,58,3,0.294,6,50.314
0,57,0,0.431,5,13.533
1,54,0,0.382,7,28.459
1,61,1,0.148,8,42.092
0,40,1,0.239,5,41.538
1,38,1,0.439,5,27.617
1,55,0,0.486,6,26.161
1,64,0,0.313,7,23.189
0,56,2,0.119,5,40.048
0,59,0,0.342,5,25.947
1,61,0,0.594,6,20.59
1,61,2,0.107,7,40.931
0,45,2,0.372,5,40.14
0,56,0,0.279,4,14.588
1,56,1,0.393,7,47.315
1,42,1,0.254,6,45.395
0,42,1,0.474,3,27.912
0,45,1,0.299,5,32.256
0,58,5,0.645,4,74.042
1,38,1,0.297,5,32.267
0,27,0,0.198,5,26.21
0,36,3,0.304,5,59.901
0,43,0,0.317,5,34.3
0,30,0,0.649,5,20.714
1,61,1,0.662,7,39.224
0,64,1,0.426,7,32.027
1,25,0,0.175,4,30.253
0,60,0,0.386,6,22.094
0,50,2,0.221,5,40.036
0,48,0,0.718,6,29.837
0,57,2,0.451,4,31.018
0,51,3,0.298,7,61.246
0,46,2,0.305,6,51.766
1,35,0,0.114,4,30.802
0,45,2,0.188,6,57.542
0,47,1,0.105,6,38.187
1,46,1,0.371,8,47.229
1,26,0,0.372,5,36.524
1,60,0,0.422,5,19.082
0,32,1,0.376,4,33.478
0,42,1,0.357,5,38.684
0,54,2,0.444,6,44.733
1,52,0,0.288,5,31.031
0,41,4,0.225,5,62.327
0,36,2,0.23,5,37.339
1,28,0,0.328,5,29.927
0,32,0,0.777,3,24.272
0,64,1,0.345,7,46.331
1,52,1,0.218,7,41.729
0,25,0,0.669,3,23.75
0,50,3,0.236,5,52.698
1,31,1,0.656,5,42.945
0,28,0,0.165,2,14.499
1,47,0,0.129,6,31.41
0,27,0,0.223,5,17.623
0,54,1,0.394,5,22.894
0,60,0,0.539,8,34.621
0,28,0,0.509,4,34.329
0,47,2,0.481,5,45.328
1,40,1,0.287,4,34.266
0,29,0,0.614,3,12.775
1,64,0,0.419,6,19.949
1,50,0,0.538,6,25.687
0,59,3,0.121,4,36.768
1,29,0,0.406,4,23.518
1,45,1,0.224,6,45.908
0,37,1,0.701,4,41.652
0,35,0,0.282,3,30.339
0,52,0,0.272,6,25.17
0,39,2,0.562,4,47.839
1,59,0,0.391,6,23.575
0,63,2,0.381,4,25.239
0,43,2,0.421,4,34.511
0,39,2,0.513,6,44.854
0,51,2,0.211,6,43.693
0,35,3,0.392,3,47.678
1,40,0,0.393,7,31.811
0,34,1,0.471,4,20.898
0,46,1,0.124,4,32.19
0,55,0,0.299,5,17.359
0,27,0,0.518,2,10.088
0,62,2,0.541,6,29.21
0,44,2,0.26,4,32.013
0,48,1,0.121,5,36.118
0,35,0,0.401,5,25.054
1,57,0,0.388,6,14.942
0,56,1,0.341,6,31.218
0,53,1,0.298,7,46.74
0,53,1,0.347,5,31.421
0,60,2,0.254,5,37.181
1,54,1,0.724,6,40.143
0,34,3,0.684,4,45.269
0,36,2,0.228,4,39.591
0,25,0,0.502,3,22.566
1,48,0,0.312,6,25.662
1,29,0,0.61,6,41.868
0,37,1,0.259,3,33.401
0,63,2,0.331,7,33.964
0,54,2,0.297,6,59.635
0,34,3,0.491,4,43.68
0,33,1,0.634,4,28.797
1,30,0,0.341,6,35.115
0,33,2,0.419,7,66.321
0,59,1,0.342,5,19.204
0,35,1,0.572,3,32.945
0,36,2,0.467,4,44.276
0,29,0,0.868,5,35.16
0,47,2,0.808,6,46.794
1,54,1,0.367,6,31.453
0,40,2,0.318,4,31.481
0,42,0,0.213,5,24.573
1,33,0,0.322,7,40.727
0,48,2,0.367,6,39.878
0,37,2,0.22,4,43.388
1,27,0,0.686,6,43.26
0,29,0,0.319,3,11.754
0,31,2,0.306,2,30.277
0,53,1,0.161,4,28.873
1,26,0,0.252,5,36.491
1,52,0,0.633,6,24.626
0,32,1,0.261,3,20.892
0,50,1,0.456,7,27.188
0,48,1,0.367,6,37.48
1,43,0,0.454,5,14.751
0,39,1,0.871,4,25.022
0,40,3,0.191,5,48.91
0,31,1,0.409,5,44.694
1,32,0,0.857,4,32.098
0,53,0,0.693,6,19.482
0,30,0,0.648,4,20.421
0,35,0,0.269,5,31.261
0,63,0,0.345,6,18.981
0,55,4,0.181,4,50.719
0,45,1,0.252,6,32.499
0,62,0,0.561,6,19.742
1,62,1,0.378,8,42.08
0,40,1,0.437,4,35.454
1,47,0,0.227,6,27.364
1,47,0,0.7,7,32.439
0,31,1,0.316,4,24.337
0,56,2,0.364,5,42.862
1,54,0,0.573,6,19.057
0,35,1,0.37,5,38.342
0,29,0,0.266,4,20.348
0,28,0,0.259,3,12.845
1,30,0,0.207,5,27.031
1,64,0,0.404,8,40.576
0,48,1,0.365,7,32.613
0,44,0,0.334,6,24.2
0,32,0,0.174,3,22.112
0,61,1,0.489,6,38.59
1,56,0,0.216,6,26.652
0,51,1,0.755,6,35.688
0,54,3,0.386,5,44.15
1,54,0,0.465,6,26.335
0,53,3,0.507,5,57.73
1,38,0,0.599,6,22.838
1,25,0,0.522,5,30.555
0,43,1,0.197,4,26.777
1,34,1,0.229,5,44.48
0,40,1,0.138,4,36.998
0,41,3,0.418,4,42.911
1,45,0,0.568,4,35.875
1,47,1,0.483,6,41.99
0,63,1,0.174,6,42.719
0,45,2,0.22,4,46.536
0,61,1,0.398,5,18.391
1,53,2,0.162,7,51.915
0,47,2,0.337,4,38.619
0,34,1,0.452,4,36.248
1,26,0,0.524,4,22.373
0,50,0,0.507,4,24.434
0,54,0,0.119,5,19.292
0,43,1,0.341,5,44.306
1,34,1,0.261,4,29.774
0,34,0,0.698,5,28.381
0,30,0,0.414,5,36.809
0,43,0,0.22,4,28.268
0,27,0,0.626,3,14.932
0,51,1,0.393,5,28.502
1,53,2,0.337,8,61.659
0,27,0,0.245,2,31.014
0,57,1,0.375,5,29.84
0,28,0,0.479,4,31.307
0,35,3,0.342,4,49.768
0,44,1,0.512,5,32.755
0,58,2,0.497,6,55.944
1,31,1,0.394,5,49.282
1,49,1,0.335,7,32.621
0,64,2,0.524,6,42.24
1,43,1,0.412,6,34.447
1,30,0,0.411,5,21.368
0,63,2,0.488,7,46.924
1,34,0,0.724,6,34.903
1,39,1,0.439,6,34.31
0,56,3,0.42,5,41.205
0,40,1,0.217,4,29.343
0,39,1,0.315,4,35.526
1,42,0,0.233,6,34.127
0,46,1,0.641,3,19.675
0,31,2,0.215,4,43.676
1,30,0,0.28,4,27.207
0,38,2,0.143,3,40.67
1,38,2,0.42,6,57.055
0,60,1,0.331,4,27.042
1,56,0,0.473,7,24.228
0,51,1,0.212,5,31.622
0,37,1,0.446,5,46.8
1,29,0,0.296,4,32.136
0,59,1,0.205,5,48.454
1,53,0,0.506,5,22.873
0,45,1,0.85,5,39.73
0,32,1,0.295,4,31.255
0,41,3,0.264,4,60.11
0,55,2,0.345,5,42.988
0,62,1,0.127,5,28.958
0,42,1,0.275,4,35.523
0,27,0,0.277,4,30.798
0,32,2,0.146,4,47.68
0,43,2,0.274,6,42.653
0,62,1,0.287,7,42.671
1,46,1,0.307,7,42.706
1,36,1,0.368,4,30.952
1,53,1,0.552,7,36.369
1,30,0,0.254,6,39.409
1,60,1,0.252,7,45.639
1,30,0,0.394,5,11.224
0,45,1,0.319,6,48.869
1,30,0,0.261,5,23.278
0,46,0,0.262,4,11.005
0,53,1,0.223,6,31.847
0,32,3,0.167,5,61.496
0,33,0,0.335,3,7.04
0,58,1,0.261,8,44.929
0,63,1,0.177,7,53.933
0,64,0,0.253,6,30.766
0,32,4,0.244,5,64.451
0,27,0,0.514,3,17.35
1,26,0,0.376,5,29.109
1,38,0,0.491,4,28.256
1,32,1,0.463,6,29.334
1,37,0,0.33,5,20.857
1,30,0,0.221,5,40.589
0,55,2,0.627,6,46.801
0,43,2,0.281,6,31.04
0,39,3,0.217,5,49.793
1,37,1,0.564,4,25.09
1,26,0,0.294,5,31.165
0,32,1,0.39,3,36.341
0,39,3,0.282,3,50.017
1,45,0,0.874,5,22.104
0,43,2,0.261,5,48.3
1,58,1,0.353,9,48.561
0,63,2,0.156,5,32.205
0,54,1,0.361,5,24.346
1,43,0,0.605,6,44.698
1,32,0,0.673,6,40.884
0,37,2,0.348,4,31.077
0,64,3,0.112,7,43.038
0,40,0,0.423,5,23.313
0,56,2,0.453,5,33.665
0,47,1,0.169,6,35.203
1,60,0,0.224,8,46.284
0,48,1,0.412,7,41.055
0,61,3,0.324,5,51.255
1,51,1,0.656,6,40.738
0,48,2,0.168,5,42.333
0,63,1,0.236,7,34.729
0,55,2,0.619,6,41.132
0,31,2,0.582,4,40.51
1,40,1,0.476,5,41.967
0,55,1,0.181,5,34.14
0,26,0,0.532,3,17.937
0,63,1,0.328,5,23.372
0,48,0,0.439,5,29.779
0,29,0,0.14,4,19.801
0,60,1,0.264,6,27.395
0,45,4,0.317,6,60.22
1,26,0,0.238,5,36.671
0,52,1,0.25,5,36.596
1,49,0,0.459,6,23.949
0,32,1,0.629,5,47.573
1,64,1,0.568,7,37.65
0,36,1,0.34,3,28.309
1,26,0,0.338,4,24.803
0,54,2,0.509,6,35.607
0,40,1,0.389,4,36.292
0,48,3,0.602,5,46.776
0,38,3,0.631,3,37.491
0,62,1,0.815,8,43.781
1,46,0,0.296,7,35.547
0,42,1,0.749,5,44.947
0,37,2,0.353,5,43.984
0,50,2,0.116,6,38.314
0,56,1,0.599,5,26.03
0,32,3,0.276,4,52.415
0,43,1,0.51,5,29.994
0,35,1,0.759,4,27.341
0,27,0,0.388,4,33.217
1,42,1,0.35,6,36.535
1,64,1,0.334,8,35.024
0,53,2,0.492,6,43.888
0,59,3,0.358,6,59.387
1,64,0,0.326,8,34.16
0,51,2,0.307,5,33.155
0,54,2,0.625,5,26.363
0,36,3,0.24,4,43.891
0,49,1,0.165,5,36.687
0,51,3,0.423,6,62.501
1,56,0,0.368,8,31.943
0,54,0,0.641,6,18.305
0,30,0,0.274,4,41.665
1,39,0,0.607,6,35.8
0,48,1,0.54,4,21.461
0,64,2,0.41,6,50.778
1,26,0,0.451,3,25.442
1,50,0,0.448,6,28.436
0,52,0,0.153,4,21.051
1,62,0,0.221,6,34.853
1,43,0,0.493,5,32.274
0,57,0,0.343,6,37.85
1,64,0,0.214,6,29.68
0,48,1,0.256,6,38.695
0,57,3,0.342,5,49.824
0,60,2,0.327,6,47.151
0,64,1,0.547,5,16.158
0,43,3,0.531,4,37.732
0,55,0,0.843,6,25.471
1,51,0,0.32,7,36.443
1,35,0,0.484,6,48.894
0,64,4,0.199,6,63.768
0,64,1,0.3,6,33.84
0,28,0,0.549,2,18.101
0,57,0,0.361,7,37.252
0,25,0,0.276,4,24.275
1,32,0,0.421,4,18.618
0,52,2,0.191,5,55.861
1,64,0,0.218,8,31.715
0,40,0,0.357,6,31.03
0,39,0,0.315,4,10.58
0,50,2,0.551,5,42.384
0,29,0,0.909,4,21.492
1,34,0,0.346,5,28.631
0,59,0,0.629,5,29.621
0,41,1,0.308,3,25.827
0,35,2,0.434,4,36.367
0,50,0,0.429,5,23.788
1,51,0,0.5,7,36.787
0,28,0,0.526,5,28.674
0,54,5,0.219,6,91.185
0,42,2,0.443,4,42.4
0,36,3,0.382,4,47.146
0,54,2,0.351,5,40.115
1,32,2,0.146,6,54.901
0,35,3,0.276,4,48.726
0,52,2,0.589,6,52.068
1,32,1,0.416,3,22.799
0,27,0,0.208,2,16.104
0,43,1,0.7,5,33.262
0,41,2,0.183,4,41.523
0,52,7,0.256,6,95.194
0,49,2,0.526,5,43.387
1,58,0,0.222,5,10.566
0,29,0,0.441,3,17.456
0,63,1,0.347,6,45.552
1,47,0,0.525,7,39.335
0,43,0,0.367,4,14.269
1,57,0,0.363,8,41.226
1,38,0,0.34,4,28.919
0,28,0,0.578,4,22.135
0,49,1,0.269,6,47.321
1,60,1,0.402,8,35.01
1,25,0,0.499,5,34.813
0,50,1,0.583,4,27.086
1,61,1,0.276,7,42.967
0,58,2,0.195,7,58.973
1,33,1,0.425,7,52.412
0,55,4,0.291,4,61.719
0,28,0,0.255,3,22.089
0,44,0,0.446,3,13.406
1,30,0,0.146,6,30.694
0,54,3,0.215,6,52.196
0,41,2,0.212,5,41.578
1,55,1,0.407,7,39.423
0,51,0,0.468,5,25.104
0,57,2,0.286,6,49.086
1,34,0,0.213,4,21.765
0,49,1,0.442,6,28.691
0,44,2,0.549,5,37.184
0,29,0,0.359,2,11.653
1,54,0,0.414,7,33.269
0,45,1,0.417,4,26.078
0,53,1,0.265,5,42.435
0,27,0,0.615,5,47.102
0,44,2,0.148,5,50.736
1,30,0,0.34,5,36.537
0,43,2,0.265,3,21.169
0,28,0,0.466,5,31.821
0,54,2,0.14,7,45.186
0,63,3,0.254,6,46.448
1,48,1,0.483,6,36.19
0,62,2,0.235,7,52.283
0,56,3,0.242,5,42.185
0,58,3,0.246,6,46.671
0,44,0,0.496,6,35.432
1,51,1,0.271,6,31.06
1,50,0,0.375,7,36.465
0,37,0,0.238,4,16.446
0,39,1,0.164,5,38.396
0,39,1,0.308,4,33.84
0,53,2,0.228,5,41.857
1,46,1,0.333,7,40.165
1,53,0,0.538,6,30.96
1,62,0,0.652,7,22.896
0,39,0,0.604,4,22.062
0,37,0,0.57,4,18.17
1,29,0,0.332,4,11.239
0,53,1,0.316,6,42.247
0,56,0,0.528,7,35.522
1,45,2,0.195,6,36.846
0,50,2,0.365,5,45.73
0,27,0,0.389,5,23.932
0,42,1,0.508,4,32.078
0,56,1,0.815,5,37.666
0,41,1,0.672,4,33.274
1,25,0,0.537,4,20.547
0,55,3,0.368,5,55.609
0,58,0,0.284,4,25.011
0,58,3,0.275,6,51.86
1,39,1,0.52,6,43.087
0,48,2,0.277,6,44.471
1,61,0,0.858,6,22.458
1,57,0,0.384,8,28.82
1,40,0,0.685,7,26.997
0,28,0,0.24,5,31.883
0,58,2,0.46,5,44.943
0,35,1,0.36,3,27.726
1,58,0,0.196,8,26.04
0,52,0,0.606,6,29.196
0,52,2,0.275,6,49.855
0,61,3,0.406,5,46.589
0,35,1,0.383,5,30.031
0,52,0,0.483,6,38.797
0,44,1,0.317,5,35.599
0,25,0,0.27,4,14.281
0,30,0,0.619,4,28.089
0,54,1,0.506,5,40.954
0,33,1,0.668,4,33.544
1,62,1,0.724,6,38.075
0,36,2,0.453,6,51.098
0,43,1,0.545,5,37.086
0,30,0,0.24,4,17.016
1,60,0,0.356,8,34.255
0,59,2,0.12,5,52.79
0,33,2,0.552,3,39.491
0,43,0,0.194,6,38.222
0,46,2,0.292,5,46.222
0,38,1,0.341,5,40.937
0,36,2,0.42,5,42.988
0,59,2,0.242,6,44.831
0,51,4,0.194,5,54.069
0,26,0,0.496,3,15.598
0,53,1,0.182,4,20.102
1,63,0,0.418,7,25.545
0,48,1,0.298,6,32.537
1,61,1,0.589,8,51.651
0,43,1,0.525,4,31.359
1,26,0,0.46,6,36.286
0,37,3,0.211,5,51.577
0,40,3,0.198,4,34.882
0,47,1,0.281,5,43.267
1,33,0,0.566,5,22.631
1,28,0,0.392,4,29.685
0,39,1,0.231,4,33.684
0,58,0,0.253,6,36.457
0,40,2,0.581,4,39.336
0,46,1,0.659,5,37.014
0,41,2,0.457,4,37.562
0,51,3,0.139,4,49.444
0,56,2,0.326,5,47
0,35,1,0.387,4,27.586
0,36,3,0.196,5,52.72
1,34,0,0.16,5,30.277
0,59,2,0.462,5,38.397
1,52,0,0.549,7,40.838
1,52,1,0.665,6,42.424
1,56,1,0.345,7,54.112
0,42,0,0.335,5,16.081
0,63,2,0.339,4,28.826
1,40,0,0.311,7,34.899
1,44,0,0.505,6,35.025
0,25,0,0.502,2,19.898
0,44,1,0.306,5,36.395
1,62,1,0.292,8,34.145
0,44,0,0.255,4,19.765
0,56,3,0.211,5,53.438
0,57,1,0.188,7,53.142
0,41,1,0.186,5,31.787
0,61,3,0.48,6,63.961
0,26,0,0.411,3,14.709
0,53,1,0.217,7,40.425
0,37,3,0.223,5,63.662
0,52,1,0.171,6,43.3
0,51,3,0.186,5,51.602
0,30,0,0.524,3,18.42
1,46,1,0.241,7,44.889
0,63,5,0.297,6,62.499
1,51,0,0.301,7,23.478
0,60,1,0.588,5,30.68
0,40,0,0.39,4,19.366
0,37,1,0.496,4,21.918
0,33,2,0.172,4,43.433
0,63,0,0.656,6,20.913
0,50,0,0.323,6,30.988
0,46,1,0.212,6,47.326
0,25,0,0.49,4,27.657
1,47,0,0.221,5,8.36
0,62,4,0.555,5,55.119
1,25,0,0.432,5,23.807
0,37,4,0.302,4,68.832
0,59,2,0.37,6,47.032
0,35,1,0.46,6,37.268
1,27,0,0.162,5,23.625
0,58,1,0.385,4,25.363
0,33,4,0.253,4,58.941
1,51,0,0.824,6,22.294
1,35,0,0.557,5,33.049
1,37,1,0.188,6,37.359
0,44,1,0.439,6,44.716
0,34,4,0.258,3,56.793
1,57,0,0.468,7,33.307
0,57,2,0.659,7,50.36
1,49,0,0.864,7,32.105
0,59,1,0.264,5,30.618
0,36,2,0.628,3,42.073
1,44,0,0.651,6,24.99
0,40,0,0.437,4,21.357
1,34,1,0.465,4,33.822
1,61,0,0.651,7,29.433
0,56,1,0.419,5,32.952
0,25,0,0.321,3,27.199
1,58,0,0.216,7,30.146
0,31,0,0.552,4,27.814
0,34,1,0.326,5,37.682
0,31,5,0.354,5,79.008
0,39,1,0.603,4,28.8
0,52,1,0.279,7,36.201
1,59,1,0.493,8,29.384
0,48,2,0.264,5,56.462
1,52,0,0.551,6,28.569
0,29,0,0.344,4,33.078
1,63,0,0.805,7,20.856
0,49,4,0.151,5,57.357
0,47,1,0.247,6,36.633
1,40,1,0.264,6,46.187
0,55,0,0.583,5,18.579
1,35,0,0.572,6,33.743
0,48,1,0.551,7,56.029
0,52,1,0.346,6,33.472
1,39,0,0.232,5,21.047
0,46,2,0.242,6,60.83
1,35,0,0.688,5,36.318
0,26,0,0.359,3,20.6
1,49,0,0.233,7,28.303
0,36,1,0.57,6,39.514
0,37,0,0.487,6,24.982
0,62,5,0.334,7,72.357
0,26,0,0.337,4,23.573
0,59,0,0.432,7,20.126
0,47,1,0.177,5,24.709
1,34,0,0.519,5,25.806
0,25,0,0.249,4,26.152
0,51,2,0.357,5,34.541
0,38,3,0.155,4,47.123
0,51,2,0.128,6,56.001
0,56,2,0.218,5,36.809
0,63,1,0.798,5,41.27
0,28,0,0.766,3,26.033
0,35,3,0.214,4,44.136
1,56,1,0.422,7,42.139
0,30,0,0.28,4,18.335
0,58,2,0.155,5,41.224
0,41,2,0.528,4,42.9
1,62,0,0.584,7,24.46
0,55,2,0.413,6,56.921
0,45,0,0.524,4,26.09
1,29,0,0.383,6,28.21
0,54,1,0.433,4,25.395
1,29,0,0.383,6,36.614
0,40,2,0.262,4,47.513
0,32,1,0.499,5,30.354
0,57,1,0.205,5,37.025
1,48,0,0.711,6,21.297
0,62,2,0.184,7,41.922
0,27,0,0.527,4,26.612
0,54,4,0.274,5,64.204
0,30,0,0.602,3,9.009
0,37,2,0.346,3,36.707
1,25,0,0.592,5,29.55
0,49,3,0.151,5,60.182
1,64,0,0.643,8,26.074
0,33,2,0.554,3,31.857
1,27,0,0.347,6,40.633
1,56,0,0.91,7,18.916
0,42,1,0.341,5,29.553
0,28,0,0.438,5,26.497
1,63,0,0.31,7,34.447
1,38,1,0.598,6,39.128
0,42,2,0.104,4,40.107
0,43,2,0.295,5,46.758
0,56,3,0.268,5,53.104
0,26,0,0.617,3,26.147
0,31,1,0.29,4,32.904
1,26,0,0.304,6,25.498
1,55,0,0.273,6,33.246
1,32,1,0.697,5,36.898
0,62,1,0.265,6,34.396
1,43,0,0.333,7,35.134
1,57,0,0.496,7,21.131
0,27,0,0.374,2,12.586
0,45,3,0.314,5,42.261
0,47,1,0.589,5,36.315
0,63,2,0.29,4,23.93
1,25,0,0.281,3,20.614
0,33,1,0.583,4,37.184
1,38,1,0.681,6,48.227
0,35,2,0.354,5,38.342
0,29,0,0.68,4,23.345
0,38,7,0.141,5,99.9
0,64,1,0.66,6,33.574
0,62,1,0.208,5,18.539
0,25,0,0.386,4,18.879
1,45,0,0.563,6,32.245
1,33,0,0.499,7,39.842
1,57,1,0.287,7,49.742
0,58,1,0.324,6,47.823
0,31,2,0.387,4,33.369
0,40,1,0.622,5,36.348
1,48,0,0.393,8,45.577
1,41,0,0.411,6,28.536
0,61,2,0.442,7,53.355
0,62,0,0.437,5,22.352
0,31,3,0.153,3,56.244
0,56,0,0.518,4,24.231
1,33,0,0.365,5,30.202
1,53,0,0.243,9,48.951
0,53,2,0.261,4,32.146
0,62,2,0.486,6,31.958
1,54,0,0.437,7,34.149
0,41,2,0.592,5,47.053
1,46,0,0.329,6,31.602
0,61,0,0.455,5,8.003
0,45,2,0.48,6,44.854
0,33,4,0.172,4,63.185
0,45,3,0.458,5,56.581
1,28,0,0.655,7,39.959
0,29,0,0.412,3,23.484
1,61,0,0.679,7,38.044
0,55,1,0.767,6,32.747
0,30,0,0.182,5,28.053
1,39,0,0.347,5,27.518
1,27,0,0.437,5,46.003
0,41,3,0.503,5,47.157
0,44,2,0.178,4,40.619
0,46,1,0.654,5,31.893
0,45,0,0.296,5,23.122
1,33,1,0.653,4,23.83
1,29,0,0.411,7,38.167
0,52,1,0.552,6,34.97
0,52,1,0.294,5,30.198
0,39,3,0.405,4,42.628
0,47,1,0.654,5,22.638
0,42,0,0.273,4,29.977
1,35,0,0.66,5,38.543
0,32,4,0.127,4,57.327
1,32,1,0.215,7,56.07
0,58,3,0.384,6,65.761
0,46,5,0.286,5,68.783
1,29,0,0.573,6,40.803
0,61,1,0.233,6,29.428
0,26,0,0.473,4,47.108
0,37,1,0.141,3,17.997
0,50,0,0.183,6,35.103
1,58,1,0.602,5,33.686
0,42,1,0.271,6,34.072
1,47,1,0.257,6,37.675
0,48,0,0.334,5,27.418
0,44,0,0.57,5,22.71
1,56,0,0.775,7,40.177
0,37,2,0.264,5,44.308
0,64,1,0.261,9,46.035
1,52,1,0.57,5,45.406
0,38,2,0.446,4,40.585
0,47,1,0.186,6,48.945
1,42,1,0.53,6,37.787
1,42,0,0.269,8,40.268
0,63,1,0.314,7,40.517
0,38,1,0.255,5,24.144
1,28,0,0.207,5,35.511
0,26,0,0.214,3,23.804
0,47,6,0.192,5,79.237
1,47,0,0.3,6,28.651
0,40,2,0.157,5,44.161
0,44,3,0.207,5,53.166
0,31,1,0.405,4,36.092
0,43,1,0.372,3,26.044
1,61,0,0.384,8,35.64
1,53,1,0.584,6,38.119
0,37,1,0.654,1,17.453
0,61,1,0.749,7,43.588
0,46,1,0.35,4,34.333
1,44,1,0.372,5,31.041
1,61,0,0.658,6,27.204
0,57,1,0.415,6,36.932
1,26,0,0.298,6,32.634
0,32,4,0.172,4,52.85
0,60,0,0.238,6,17.932
0,57,2,0.538,6,40.301
0,44,2,0.267,5,39.73
0,33,2,0.297,3,34.233
1,25,0,0.563,3,10.965
0,51,1,0.281,5,30.861
0,25,0,0.207,3,20.794
0,64,3,0.357,8,80.009
0,37,2,0.359,4,49.027
0,46,2,0.423,4,31.195
1,29,0,0.562,4,17.057
1,63,0,0.587,7,33.993
0,56,0,0.105,6,15.118
0,44,1,0.635,6,35.683
0,49,2,0.183,5,38.189
1,57,1,0.444,8,51.617
0,42,1,0.709,3,23.867
0,56,3,0.352,6,55.354
0,60,2,0.155,5,29.796
1,36,1,0.311,5,42.978
0,54,5,0.4,7,87.927
1,57,2,0.283,6,44.397
1,34,0,0.611,6,26.544
0,45,2,0.25,5,42
0,61,1,0.75,5,37.337
1,33,1,0.594,7,59.162
1,25,0,0.339,4,28.905
0,33,1,0.174,4,27.707
0,51,0,0.421,5,26.474
0,25,0,0.331,4,27.824
0,55,1,0.556,5,33.689
0,40,1,0.406,5,31.763
0,31,1,0.512,4,29.741
1,32,0,0.21,6,24.641
0,45,2,0.3,6,50.609
0,60,1,0.315,6,32.45
1,60,1,0.189,5,22.521
0,62,0,0.788,5,20.383
1,29,0,0.55,4,30.387
0,42,0,0.58,4,24.639
1,63,0,0.472,6,17.263
0,28,0,0.665,4,18.669
1,34,0,0.738,4,12.357
1,57,1,0.222,8,23.139
0,54,2,0.448,6,49.217
1,53,0,0.344,7,39.193
1,26,0,0.556,6,34.507
0,36,0,0.187,3,11.477
0,49,0,0.349,6,34.089
0,47,2,0.241,6,51.231
0,48,2,0.278,4,30.831
0,38,1,0.223,7,40.969
0,37,1,0.405,5,46.945
1,57,1,0.402,7,43.003
0,25,0,0.161,3,20.287
0,45,0,0.497,5,26.415
1,52,0,0.25,7,30.136
0,32,0,0.476,5,31.723
0,28,0,0.412,5,27.947
1,64,0,0.552,6,29.202
0,44,0,0.654,4,20.338
0,62,4,0.365,6,61.897
0,28,0,0.26,2,13.405
0,44,3,0.303,4,40.612
0,30,0,0.493,4,27.555
0,55,5,0.354,5,65.012
0,26,0,0.414,3,24.296
1,39,0,0.287,6,29.209
0,33,4,0.275,4,58.915
1,26,0,0.235,4,27.494
0,46,0,0.56,4,7.561
0,40,1,0.273,6,37.343
0,44,1,0.301,5,31.166
1,63,1,0.594,7,28.692
0,62,3,0.506,6,55.623
0,45,1,0.384,6,41.119
0,57,3,0.203,6,45.977
0,32,2,0.284,5,53.969
0,57,1,0.325,7,46.701
0,50,1,0.161,5,34.259
0,53,2,0.359,4,37.82
0,44,2,0.267,5,47.071
1,53,1,0.411,7,45.77
0,62,1,0.465,6,34.129
1,31,0,0.474,6,25.128
0,34,1,0.765,3,25.184
0,53,1,0.557,5,26.213
0,40,1,0.404,5,24.749
0,53,1,0.194,6,36.345
0,55,2,0.293,5,39.93
0,62,2,0.226,5,31.665
0,25,0,0.276,3,25.192
0,44,1,0.358,5,34.881
1,38,2,0.235,7,61.625
0,48,1,0.203,6,45.098
0,54,3,0.202,6,59.329
