Retention,FirstJob,Age,IndustryExperience,FlexibleWork,ExtrinsicReward,EducationLevel,PreConception,Internship,AdvancementOpportunities,JobSatisfaction
7.28,0,47,0,46.11,91021.14,3,1,0,3,7
5.46,0,31,1,44.16,63245.95,2,1,1,7,5
8.18,0,45,1,45.65,94906.35,1,1,0,6,8
0.92,1,22,0,49.0,45276.0,4,0,0,4,2
3.64,0,28,0,46.08,54190.08,4,1,1,4,3
8.18,0,57,1,33.11,87191.87,3,1,0,8,8
1.83,1,30,0,47.0,59220.0,2,0,0,2,3
3.64,0,52,0,30.24,66044.16,2,0,0,2,5
7.28,0,57,1,29.24,77000.62,1,1,0,6,7
6.37,0,27,1,63.51,79222.37,4,1,1,9,6
5.46,0,30,1,49.0,67914.0,2,1,0,7,5
0.01,1,22,0,46.0,42504.0,1,0,0,1,1
10.0,0,45,1,49.5,102910.5,4,1,0,9,10
4.55,0,41,0,43.66,75182.52,3,0,0,3,6
3.64,0,49,0,34.68,71371.44,1,0,0,1,5
5.46,0,38,1,37.2,65308.32,1,1,1,6,5
3.64,0,54,0,30.36,68856.48,4,0,0,4,5
4.55,0,28,1,48.96,63334.66,1,1,1,6,4
4.55,0,49,0,38.76,79768.08,3,0,0,3,6
4.55,1,31,0,67.0,87234.0,1,0,0,1,6
2.73,1,24,0,48.0,48384.0,4,1,1,4,2
7.28,0,43,0,49.02,88530.12,3,1,0,3,7
6.37,0,39,1,40.26,72540.47,2,1,1,7,6
2.73,0,34,0,42.9,61261.2,3,0,0,3,4
8.18,0,49,1,38.25,86590.35,1,1,0,6,8
6.37,0,43,0,45.03,81324.18,4,1,0,4,6
7.28,0,49,1,37.23,84281.27,1,1,0,6,7
0.92,1,26,0,45.0,49140.0,3,0,0,3,2
8.18,0,49,0,45.9,94462.2,1,1,0,1,8
5.46,1,29,0,66.0,80388.0,3,1,1,3,5
3.64,0,38,0,48.36,77182.56,2,0,0,2,5
3.64,0,26,1,45.14,54222.17,1,1,0,6,3
9.09,0,41,1,52.51,99464.44,4,1,0,9,9
4.55,1,26,0,66.0,72072.0,4,1,1,4,4
6.37,0,57,1,27.09,71338.81,4,1,0,9,6
3.64,1,31,0,46.0,59892.0,3,1,1,3,3
5.46,0,33,1,43.55,66396.33,3,1,1,8,5
4.55,0,29,1,44.02,58978.0,3,1,0,8,4
5.46,0,49,0,33.66,69272.28,4,1,0,4,5
5.46,0,56,0,27.28,64162.56,2,1,0,2,5
3.64,0,23,0,66.99,64712.34,1,1,1,1,3
9.09,0,58,1,36.96,99038.02,1,1,0,6,9
8.18,0,50,0,44.5,93450.0,1,1,0,1,8
4.55,0,26,1,51.06,61333.27,2,1,1,7,4
8.18,0,50,1,38.0,87780.0,2,1,0,7,8
8.18,0,50,1,37.0,85470.0,2,1,0,7,8
3.64,0,23,0,56.21,54298.86,4,1,1,4,3
4.55,0,33,0,46.23,64074.78,1,1,1,1,4
5.46,1,27,0,70.0,79380.0,4,1,1,4,5
7.28,0,54,0,38.18,86592.24,4,1,0,4,7
3.64,0,25,0,58.5,61425.0,1,1,1,1,3
5.46,0,27,1,51.83,64652.74,4,1,0,9,5
6.37,0,37,0,51.03,79300.62,2,1,1,2,6
6.37,0,46,1,34.02,72299.3,4,1,0,9,6
7.28,0,47,0,42.4,83697.6,4,1,0,4,7
7.28,0,40,1,46.2,85377.6,3,1,1,8,7
4.55,0,49,0,37.74,77668.92,2,0,0,2,6
0.01,1,22,0,48.0,44352.0,2,0,0,2,1
3.64,0,44,0,38.08,70371.84,2,0,0,2,5
6.37,0,58,0,32.34,78780.24,2,1,0,2,6
4.55,0,49,0,36.72,75569.76,4,0,0,4,6
5.46,0,26,1,58.46,70222.15,1,1,0,6,5
5.46,0,35,0,52.65,77395.5,2,1,0,2,5
6.37,0,35,1,43.55,70420.35,4,1,0,9,6
2.73,0,43,0,34.77,62794.62,3,0,0,3,4
6.37,0,28,1,60.48,78236.93,1,1,1,6,6
9.09,0,45,1,46.2,96049.8,2,1,0,7,9
5.46,0,28,1,57.6,74511.36,2,1,1,7,5
7.28,0,39,0,53.07,86928.66,4,1,1,4,7
3.64,0,26,0,56.98,62222.16,1,1,1,1,3
3.64,0,51,0,33.32,71371.44,3,0,0,3,5
5.46,0,28,0,64.08,75358.08,4,1,1,4,5
8.18,0,56,1,34.76,89931.07,2,1,0,7,8
7.28,0,47,1,36.57,79408.1,4,1,0,9,7
5.46,0,27,1,56.94,71026.96,3,1,1,8,5
1.83,0,25,0,59.25,62212.5,2,0,0,2,3
7.28,0,52,1,32.16,77261.18,4,1,0,9,7
2.73,0,24,0,47.12,47496.96,4,1,1,4,2
0.92,1,25,0,51.0,53550.0,2,0,0,2,2
5.46,1,30,0,56.0,70560.0,4,1,1,4,5
2.73,1,25,0,70.0,73500.0,3,0,0,3,4
8.18,0,40,1,48.6,89812.8,4,1,1,9,8
5.46,0,48,0,44.2,89107.2,2,0,0,2,7
7.28,0,41,1,43.07,81583.19,4,1,0,9,7
7.28,0,43,0,48.45,87500.7,3,1,0,3,7
4.55,0,34,0,44.22,63146.16,3,1,1,3,4
9.09,0,47,1,45.05,97821.57,2,1,0,7,9
6.37,0,43,1,34.77,69074.08,3,1,0,8,6
2.73,0,44,0,33.6,62092.8,4,0,0,4,4
2.73,0,33,0,46.23,64074.78,4,0,0,4,4
7.28,0,52,1,33.12,79567.49,3,1,0,8,7
2.73,0,46,0,33.48,64683.36,1,0,0,1,4
8.18,0,54,1,35.42,88365.82,4,1,0,9,8
0.92,0,22,0,58.5,54054.0,4,0,0,4,2
6.37,0,53,0,40.89,91021.14,3,0,0,3,8
2.73,1,22,0,49.0,45276.0,4,1,1,4,2
5.46,0,32,1,43.52,64339.97,2,1,0,7,5
7.28,0,55,1,30.15,76611.15,4,1,0,9,7
9.09,0,49,1,41.82,94672.12,4,1,0,9,9
4.55,0,56,0,33.88,79685.76,2,0,0,2,6
4.55,0,38,0,39.06,62339.76,2,1,1,2,4
5.46,0,38,1,37.82,66396.79,4,1,1,9,5
8.18,0,45,1,44.0,91476.0,2,1,0,7,8
1.83,0,26,0,47.36,51717.12,4,0,0,4,3
8.18,0,56,1,35.64,92207.81,1,1,0,6,8
5.46,0,47,0,42.93,84743.82,2,0,0,2,7
1.83,1,23,0,66.0,63756.0,1,0,0,1,3
7.28,0,44,0,47.6,87964.8,4,1,0,4,7
3.64,1,24,0,67.0,67536.0,1,1,1,1,3
6.37,0,36,1,43.52,72382.46,2,1,0,7,6
5.46,0,36,1,39.04,64931.33,1,1,0,6,5
8.18,0,47,1,39.75,86313.15,1,1,0,6,8
3.64,0,44,0,38.08,70371.84,3,0,0,3,5
7.28,0,49,0,43.86,90263.88,3,1,0,3,7
5.46,0,52,0,39.36,85962.24,1,0,0,1,7
5.46,0,42,0,37.12,65479.68,3,1,0,3,5
8.18,0,46,1,42.12,89513.42,2,1,0,7,8
3.64,1,25,0,60.0,63000.0,2,1,1,2,3
6.37,0,28,1,58.32,75442.75,4,1,1,9,6
4.55,0,27,1,47.45,59189.13,2,1,1,7,4
6.37,0,36,1,48.64,80898.05,1,1,0,6,6
5.46,0,29,1,51.12,68490.58,2,1,0,7,5
6.37,0,58,0,31.92,77757.12,1,1,0,1,6
3.64,0,57,0,27.52,65882.88,1,0,0,1,5
2.73,0,36,0,39.68,59996.16,4,0,0,4,4
8.18,0,46,0,48.06,92851.92,4,1,0,4,8
1.83,1,29,0,51.0,62118.0,1,0,0,1,3
7.28,0,37,1,50.4,86153.76,1,1,1,6,7
3.64,1,25,0,58.0,60900.0,2,1,1,2,3
9.09,0,41,1,51.33,97229.29,3,1,0,8,9
2.73,0,28,0,59.76,70277.76,1,0,0,1,4
6.37,0,47,0,37.63,74281.62,3,1,0,3,6
9.09,0,46,1,46.44,98694.29,1,1,0,6,9
4.55,1,24,0,66.0,66528.0,3,1,1,3,4
2.73,1,22,0,54.0,49896.0,1,1,1,1,2
8.18,0,36,1,54.4,90478.08,3,1,0,8,8
7.28,0,39,1,46.36,83531.45,3,1,0,8,7
6.37,0,34,1,50.82,79828.06,2,1,1,7,6
7.28,0,58,1,27.3,73153.08,4,1,0,9,7
4.55,0,55,0,34.65,80041.5,1,0,0,1,6
3.64,0,53,0,28.2,62773.2,4,0,0,4,5
6.37,0,51,0,43.12,92363.04,2,0,0,2,8
4.55,1,27,0,59.0,66906.0,2,1,1,2,4
7.28,0,41,0,49.56,85342.32,3,1,0,3,7
4.55,0,26,1,51.8,62222.16,1,1,1,6,4
9.09,0,51,1,40.18,94672.12,2,1,0,7,9
3.64,0,46,0,34.02,65726.64,2,0,0,2,5
3.64,0,47,0,36.04,71142.96,2,0,0,2,5
8.18,0,52,1,36.48,87639.55,4,1,0,9,8
9.09,0,38,1,55.18,96874.01,3,1,1,8,9
9.09,0,45,1,47.3,98336.7,3,1,0,8,9
8.18,0,54,0,40.02,90765.36,2,1,0,2,8
9.09,0,45,1,47.3,98336.7,1,1,0,6,9
1.83,1,25,0,52.0,54600.0,3,0,0,3,3
2.73,0,25,0,49.5,51975.0,3,1,1,3,2
8.18,0,52,0,42.72,93300.48,3,1,0,3,8
3.64,0,39,0,45.75,74938.5,2,0,0,2,5
6.37,0,38,1,38.44,67485.26,4,1,0,9,6
6.37,0,56,1,26.4,68302.08,1,1,0,6,6
5.46,0,57,0,27.09,64853.46,1,1,0,1,5
5.46,0,51,0,34.3,73470.6,1,1,0,1,5
4.55,0,24,0,68.4,68947.2,4,1,1,4,4
4.55,0,58,0,25.62,62410.32,1,1,0,1,4
7.28,0,42,0,52.2,92080.8,1,1,0,1,7
8.18,0,58,1,32.34,86658.26,3,1,0,8,8
6.37,0,31,1,53.82,77081.0,2,1,1,7,6
6.37,0,48,1,33.28,73801.73,3,1,0,8,6
7.28,0,29,1,63.9,85613.22,2,1,0,7,7
5.46,0,34,1,43.56,68424.05,1,1,0,6,5
4.55,0,43,0,40.47,73088.82,4,0,0,4,6
5.46,1,33,0,51.0,70686.0,4,1,1,4,5
5.46,0,38,0,45.26,72234.96,4,1,1,4,5
6.37,0,56,1,26.84,69440.45,4,1,0,9,6
8.18,0,57,0,37.84,90588.96,2,1,0,2,8
6.37,0,33,1,48.24,73546.7,3,1,0,8,6
3.64,1,30,0,46.0,57960.0,4,1,1,4,3
3.64,1,25,0,59.0,61950.0,3,1,1,3,3
4.55,0,47,0,41.34,81605.16,1,0,0,1,6
9.09,0,56,1,38.72,100176.38,1,1,0,6,9
7.28,0,41,0,51.92,89406.24,1,1,0,1,7
6.37,0,51,1,30.87,72735.89,1,1,0,6,6
5.46,0,40,1,36.6,67636.8,2,1,1,7,5
2.73,1,23,0,52.0,50232.0,3,1,1,3,2
2.73,0,27,0,59.13,67053.42,4,0,0,4,4
9.09,0,58,1,36.54,97912.58,1,1,0,6,9
5.46,0,48,0,36.4,73382.4,2,1,0,2,5
6.37,0,33,1,49.58,75589.67,3,1,1,8,6
6.37,0,40,0,50.4,84672.0,2,1,1,2,6
7.28,0,51,0,40.18,86065.56,3,1,0,3,7
5.46,0,36,0,46.08,69672.96,2,1,0,2,5
0.01,0,22,0,46.8,43243.2,2,0,0,2,1
7.28,0,35,1,49.4,79879.8,3,1,0,8,7
8.18,0,56,1,35.2,91069.44,1,1,0,6,8
5.46,0,43,0,40.47,73088.82,2,1,0,2,5
7.28,0,58,1,26.88,72027.65,4,1,0,9,7
3.64,1,25,0,63.0,66150.0,1,1,1,1,3
9.09,0,47,1,47.7,103575.78,1,1,0,6,9
8.18,0,46,1,40.5,86070.6,2,1,0,7,8
9.09,0,54,1,37.72,94103.86,2,1,0,7,9
7.28,0,58,1,28.98,77654.81,3,1,0,8,7
1.83,1,23,0,60.0,57960.0,2,0,0,2,3
0.92,0,22,0,62.4,57657.6,1,0,0,1,2
6.37,0,35,1,44.2,71471.4,4,1,1,9,6
4.55,0,28,1,46.8,60540.48,2,1,1,7,4
7.28,0,58,0,35.7,86965.2,3,1,0,3,7
2.73,0,26,0,59.2,64646.4,4,0,0,4,4
2.73,0,24,0,45.6,45964.8,4,1,1,4,2
2.73,0,37,0,39.06,60699.24,4,0,0,4,4
5.46,1,30,0,59.0,74340.0,4,1,1,4,5
3.64,0,58,0,27.3,66502.8,4,0,0,4,5
8.18,0,47,0,47.7,94159.8,4,1,0,4,8
3.64,1,33,0,56.0,77616.0,2,0,0,2,5
9.09,0,51,1,43.12,101599.34,2,1,0,7,9
5.46,0,50,0,42.5,89250.0,2,0,0,2,7
3.64,0,57,0,28.38,67941.72,2,0,0,2,5
5.46,0,32,0,51.68,69457.92,4,1,1,4,5
3.64,0,45,0,34.65,65488.5,4,0,0,4,5
8.18,0,45,1,42.35,88045.65,3,1,0,8,8
6.37,0,51,1,31.85,75044.97,1,1,0,6,6
7.28,0,55,0,37.8,87318.0,3,1,0,3,7
4.55,0,52,0,36.96,80720.64,2,0,0,2,6
6.37,0,52,0,33.6,73382.4,3,1,0,3,6
1.83,1,28,0,50.0,58800.0,2,0,0,2,3
4.55,0,40,0,48.6,81648.0,1,0,0,1,6
6.37,0,39,1,41.48,74738.66,2,1,1,7,6
6.37,0,55,0,32.85,75883.5,3,1,0,3,6
4.55,0,34,0,42.24,60318.72,2,1,0,2,4
2.73,0,39,0,39.04,63947.52,4,0,0,4,4
4.55,1,30,0,67.0,84420.0,2,0,0,2,6
9.09,0,48,1,45.76,101477.38,3,1,0,8,9
1.83,1,22,0,67.0,61908.0,2,0,0,2,3
8.18,0,50,1,37.0,85470.0,1,1,0,6,8
3.64,0,36,0,51.2,77414.4,1,0,0,1,5
4.55,0,26,1,53.28,63999.94,1,1,1,6,4
2.73,0,32,0,46.24,62146.56,3,0,0,3,4
6.37,0,46,1,35.1,74594.52,1,1,0,6,6
3.64,0,34,0,39.6,56548.8,3,1,1,3,3
9.09,0,45,1,47.3,98336.7,4,1,0,9,9
3.64,0,24,0,62.32,62818.56,2,1,1,2,3
7.28,0,54,1,32.66,81480.17,3,1,0,8,7
7.28,0,38,1,45.88,80546.93,4,1,0,9,7
4.55,0,41,0,46.02,79246.44,1,0,0,1,6
3.64,0,46,0,35.64,68856.48,2,0,0,2,5
4.55,0,49,0,35.19,72421.02,3,0,0,3,6
6.37,0,48,0,46.8,94348.8,3,0,0,3,8
4.55,1,31,0,64.0,83328.0,4,0,0,4,6
7.28,0,48,0,43.16,87010.56,1,1,0,1,7
7.28,0,58,1,28.56,76529.38,3,1,0,8,7
7.28,0,30,1,63.0,87318.0,3,1,1,8,7
5.46,0,45,0,36.85,69646.5,2,1,0,2,5
0.92,0,24,0,47.12,47496.96,3,0,0,3,2
8.18,0,55,1,32.4,82328.4,3,1,0,8,8
10.0,0,51,1,43.61,102753.88,3,1,0,8,10
8.18,0,51,1,38.22,90053.96,3,1,0,8,8
5.46,0,43,0,51.3,92647.8,3,0,0,3,7
9.09,0,39,1,54.29,97819.72,4,1,1,9,9
5.46,0,26,1,65.12,78222.14,1,1,0,6,5
7.28,0,40,1,46.2,85377.6,1,1,0,6,7
2.73,0,41,0,38.35,66038.7,2,0,0,2,4
7.28,0,45,1,39.6,82328.4,4,1,0,9,7
4.55,0,37,0,40.32,62657.28,1,1,1,1,4
2.73,0,46,0,32.94,63640.08,3,0,0,3,4
6.37,0,34,0,56.76,81053.28,3,1,0,3,6
4.55,0,35,0,43.55,64018.5,4,1,1,4,4
1.83,0,23,0,57.75,55786.5,3,0,0,3,3
4.55,1,31,0,68.0,88536.0,1,0,0,1,6
7.28,0,57,1,30.1,79265.34,3,1,0,8,7
5.46,0,39,0,41.48,67944.24,4,1,1,4,5
7.28,0,53,0,40.89,91021.14,1,1,0,1,7
9.09,0,48,1,45.76,101477.38,2,1,0,7,9
8.18,0,50,1,37.0,85470.0,4,1,0,9,8
6.37,0,42,1,38.28,74278.51,1,1,0,6,6
0.92,1,25,0,49.0,51450.0,1,0,0,1,2
8.18,0,45,1,44.0,91476.0,1,1,0,6,8
7.28,0,31,1,57.27,82022.09,3,1,0,8,7
4.55,0,51,0,35.77,76619.34,3,0,0,3,6
5.46,0,58,0,35.28,85942.08,1,0,0,1,7
2.73,0,32,0,44.88,60318.72,3,0,0,3,4
7.28,0,31,1,61.41,87951.4,2,1,0,7,7
5.46,0,53,0,30.08,66958.08,3,1,0,3,5
2.73,0,35,0,41.6,61152.0,4,0,0,4,4
2.73,0,34,0,46.86,66916.08,2,0,0,2,4
5.46,0,36,0,46.72,70640.64,3,1,0,3,5
6.37,0,52,1,29.76,71495.42,4,1,0,9,6
7.28,0,33,1,56.95,86825.97,2,1,1,7,7
5.46,0,34,1,41.58,65313.86,1,1,0,6,5
6.37,0,28,1,63.36,81962.5,2,1,0,7,6
10.0,0,53,1,41.83,102424.94,3,1,0,8,10
6.37,0,38,1,40.92,71839.15,3,1,1,8,6
4.55,0,35,0,58.5,85995.0,1,0,0,1,6
7.28,0,40,1,42.6,78724.8,2,1,0,7,7
4.55,1,33,0,46.0,63756.0,3,1,1,3,4
4.55,0,25,0,64.5,67725.0,4,1,1,4,4
3.64,0,37,0,42.84,66573.36,4,0,0,4,5
4.55,0,37,0,42.21,65594.34,3,1,1,3,4
6.37,0,57,1,27.52,72471.17,1,1,0,6,6
7.28,0,46,0,43.74,84505.68,3,1,0,3,7
6.37,0,36,1,46.08,76640.26,3,1,1,8,6
2.73,1,24,0,53.0,53424.0,2,1,1,2,2
4.55,0,26,1,54.02,64888.82,3,1,0,8,4
7.28,0,58,1,29.4,78780.24,1,1,0,6,7
5.46,0,27,1,56.94,71026.96,4,1,0,9,5
6.37,0,33,0,56.95,78932.7,3,1,1,3,6
2.73,1,32,0,48.0,64512.0,1,0,0,1,4
2.73,1,26,0,64.0,69888.0,4,0,0,4,4
7.28,0,58,1,27.72,74278.51,4,1,0,9,7
5.46,0,52,0,40.8,89107.2,2,0,0,2,7
6.37,0,46,0,48.6,93895.2,4,0,0,4,8
7.28,0,48,1,34.84,77261.18,2,1,0,7,7
6.37,0,58,1,27.72,74278.51,1,1,0,6,6
7.28,0,46,1,37.26,79184.95,3,1,0,8,7
1.83,0,29,0,44.73,54481.14,3,0,0,3,3
9.09,0,44,1,47.6,96761.28,3,1,0,8,9
8.18,0,51,1,36.75,86590.35,1,1,0,6,8
8.18,0,48,1,37.44,83026.94,4,1,0,9,8
8.18,0,41,1,46.02,87171.08,3,1,0,8,8
5.46,0,27,1,52.56,65563.34,4,1,0,9,5
2.73,1,24,0,46.0,46368.0,2,1,1,2,2
5.46,0,36,1,39.04,64931.33,4,1,0,9,5
8.18,0,58,1,33.18,88909.13,4,1,0,9,8
5.46,0,29,1,55.38,74198.12,2,1,0,7,5
4.55,1,25,0,68.0,71400.0,3,1,1,3,4
6.37,1,32,0,66.0,88704.0,3,1,1,3,6
6.37,0,27,1,64.97,81043.58,3,1,1,8,6
7.28,0,44,1,40.88,83100.86,2,1,0,7,7
9.09,0,43,1,49.59,98515.49,3,1,0,8,9
8.18,0,41,1,50.15,94994.13,3,1,0,8,8
5.46,0,47,0,45.58,89974.92,3,0,0,3,7
7.28,0,50,1,33.5,77385.0,3,1,0,8,7
2.73,0,38,0,41.54,66297.84,3,0,0,3,4
6.37,0,30,1,54.6,75675.6,3,1,0,8,6
2.73,1,32,0,49.0,65856.0,2,0,0,2,4
4.55,0,52,0,33.6,73382.4,3,0,0,3,6
7.28,0,48,1,36.4,80720.64,2,1,0,7,7
1.83,0,30,0,42.7,53802.0,4,0,0,4,3
7.28,0,46,0,44.82,86592.24,1,1,0,1,7
5.46,0,31,1,44.16,63245.95,2,1,0,7,5
9.09,0,51,1,42.63,100444.81,3,1,0,8,9
7.28,0,47,0,41.34,81605.16,4,1,0,4,7
9.09,0,57,1,36.55,96250.77,2,1,0,7,9
6.37,0,38,1,40.92,71839.15,3,1,1,8,6
4.55,0,36,0,56.96,86123.52,3,0,0,3,6
5.46,0,35,1,42.9,69369.3,2,1,0,7,5
1.83,0,30,0,48.3,60858.0,2,0,0,2,3
2.73,0,35,0,43.55,64018.5,4,0,0,4,4
6.37,0,47,0,40.81,80558.94,3,1,0,3,6
6.37,0,31,1,57.96,83010.31,1,1,1,6,6
6.37,0,27,1,64.24,80132.98,4,1,1,9,6
3.64,0,24,0,65.36,65882.88,2,1,1,2,3
3.64,0,45,0,35.75,67567.5,3,0,0,3,5
5.46,0,43,0,47.88,86471.28,2,0,0,2,7
1.83,0,30,0,44.8,56448.0,3,0,0,3,3
1.83,0,28,0,48.24,56730.24,2,0,0,2,3
6.37,0,51,1,30.38,71581.36,1,1,0,6,6
7.28,0,49,1,36.21,81972.2,1,1,0,6,7
5.46,0,49,0,40.29,82916.82,3,0,0,3,7
2.73,1,25,0,65.0,68250.0,1,0,0,1,4
4.55,1,33,0,50.0,69300.0,2,1,1,2,4
3.64,1,30,0,59.0,74340.0,1,0,0,1,5
2.73,1,32,0,46.0,61824.0,2,0,0,2,4
9.09,0,48,1,42.12,93405.31,4,1,0,9,9
5.46,0,28,1,50.4,65197.44,4,1,1,9,5
6.37,0,33,1,48.24,73546.7,2,1,0,7,6
5.46,0,50,0,40.0,84000.0,1,0,0,1,7
3.64,0,42,0,41.76,73664.64,3,0,0,3,5
4.55,0,54,0,34.5,78246.0,2,0,0,2,6
0.92,0,26,0,45.88,50100.96,1,0,0,1,2
7.28,0,51,0,40.18,86065.56,4,1,0,4,7
0.92,1,25,0,46.0,48300.0,4,0,0,4,2
0.92,0,24,0,53.96,54391.68,3,0,0,3,2
6.37,0,33,1,50.25,76611.15,2,1,0,7,6
9.09,0,53,1,39.01,95519.89,2,1,0,7,9
3.64,1,33,0,54.0,74844.0,1,0,0,1,5
9.09,0,46,1,43.74,92956.25,4,1,0,9,9
2.73,0,34,0,43.56,62203.68,3,0,0,3,4
3.64,1,23,0,61.0,58926.0,3,1,1,3,3
5.46,0,51,0,29.4,62974.8,4,1,0,4,5
3.64,0,44,0,36.96,68302.08,4,0,0,4,5
7.28,0,33,1,53.6,81718.56,2,1,1,7,7
7.28,0,42,1,38.86,75403.94,4,1,0,9,7
9.09,0,52,1,40.8,98017.92,3,1,0,8,9
3.64,0,23,0,67.76,65456.16,1,1,1,1,3
3.64,0,30,0,44.8,56448.0,1,1,1,1,3
5.46,0,48,0,33.28,67092.48,3,1,0,3,5
5.46,0,47,0,35.51,70096.74,2,1,0,2,5
4.55,0,33,1,40.87,62310.4,1,1,0,6,4
4.55,0,38,0,40.92,65308.32,1,1,1,1,4
5.46,0,56,0,29.92,70371.84,2,1,0,2,5
3.64,0,32,0,59.16,79511.04,2,0,0,2,5
8.18,0,45,1,41.8,86902.2,1,1,0,6,8
7.28,0,56,0,33.88,79685.76,4,1,0,4,7
5.46,0,41,0,49.56,85342.32,3,0,0,3,7
5.46,0,56,0,30.36,71406.72,2,1,0,2,5
0.92,1,22,0,50.0,46200.0,4,0,0,4,2
7.28,0,55,1,30.15,76611.15,3,1,0,8,7
7.28,0,46,1,37.26,79184.95,4,1,0,9,7
4.55,0,29,1,46.86,62783.03,2,1,0,7,4
5.46,0,31,1,44.85,64234.17,2,1,0,7,5
3.64,0,26,0,58.46,63838.32,2,1,1,2,3
6.37,0,29,1,63.9,85613.22,1,1,1,6,6
5.46,0,50,0,39.0,81900.0,3,0,0,3,7
6.37,0,55,0,34.2,79002.0,1,1,0,1,6
1.83,0,23,0,67.76,65456.16,4,0,0,4,3
2.73,0,32,0,48.28,64888.32,2,0,0,2,4
8.18,0,34,1,57.42,90195.34,3,1,0,8,8
3.64,0,42,0,38.86,68549.04,2,0,0,2,5
3.64,0,22,0,69.42,64144.08,2,1,1,2,3
4.55,0,58,0,31.08,75710.88,4,0,0,4,6
10.0,0,51,1,43.61,102753.88,2,1,0,7,10
5.46,0,57,0,34.83,83383.02,2,0,0,2,7
10.0,0,52,1,42.24,101477.38,3,1,0,8,10
6.37,0,56,1,28.6,73993.92,1,1,0,6,6
10.0,0,57,1,38.7,101912.58,1,1,0,6,10
4.55,0,34,0,58.08,82938.24,2,0,0,2,6
6.37,0,56,0,38.72,91069.44,1,0,0,1,8
6.37,0,42,0,52.2,92080.8,4,0,0,4,8
3.64,1,24,0,63.0,63504.0,1,1,1,1,3
3.64,0,39,0,45.14,73939.32,4,0,0,4,5
5.46,0,54,0,35.88,81375.84,2,0,0,2,7
8.18,0,41,1,47.79,90523.82,1,1,0,6,8
5.46,0,31,1,48.99,70163.48,4,1,1,9,5
5.46,0,32,1,43.52,64339.97,2,1,0,7,5
6.37,0,54,0,32.2,73029.6,3,1,0,3,6
1.83,1,22,0,49.0,45276.0,1,1,1,1,1
4.55,0,52,0,35.04,76527.36,3,0,0,3,6
8.18,0,50,1,37.5,86625.0,1,1,0,6,8
9.09,0,51,1,39.69,93517.58,3,1,0,8,9
7.28,0,58,1,30.24,81031.1,2,1,0,7,7
6.37,0,54,1,28.98,72299.3,2,1,0,7,6
6.37,0,51,1,32.34,76199.51,1,1,0,6,6
5.46,0,40,0,42.0,70560.0,2,1,1,2,5
9.09,0,54,1,40.48,100989.5,2,1,0,7,9
0.92,1,24,0,49.0,49392.0,1,0,0,1,2
3.64,0,40,0,40.8,68544.0,3,0,0,3,5
2.73,0,28,0,62.64,73664.64,1,0,0,1,4
3.64,0,41,0,40.12,69086.64,1,0,0,1,5
5.46,0,48,0,33.28,67092.48,4,1,0,4,5
0.92,0,22,0,51.48,47567.52,3,0,0,3,2
5.46,0,47,0,42.4,83697.6,3,0,0,3,7
6.37,0,28,1,61.92,80099.71,3,1,0,8,6
8.18,0,58,0,37.38,91057.68,1,1,0,1,8
6.37,0,55,1,29.25,74324.25,1,1,0,6,6
8.18,0,35,1,57.2,92492.4,1,1,1,6,8
6.37,0,40,1,38.4,70963.2,1,1,1,6,6
7.28,0,39,1,46.97,84630.55,4,1,1,9,7
8.18,0,45,0,49.5,93555.0,2,1,0,2,8
6.37,1,30,0,64.0,80640.0,4,1,1,4,6
6.37,0,49,0,45.9,94462.2,1,0,0,1,8
5.46,0,43,0,50.73,91618.38,3,0,0,3,7
2.73,1,23,0,54.0,52164.0,4,1,1,4,2
8.18,0,40,1,47.4,87595.2,4,1,1,9,8
0.92,1,28,0,45.0,52920.0,1,0,0,1,2
6.37,0,40,1,39.6,73180.8,1,1,1,6,6
7.28,0,37,1,51.03,87230.68,1,1,0,6,7
6.37,0,26,1,65.86,79111.03,2,1,0,7,6
7.28,0,51,1,31.85,75044.97,3,1,0,8,7
7.28,0,56,0,33.88,79685.76,3,1,0,3,7
5.46,0,32,0,55.08,74027.52,2,1,1,2,5
2.73,0,42,0,36.54,64456.56,3,0,0,3,4
3.64,0,27,1,44.53,55546.72,1,1,0,6,3
4.55,1,25,0,64.0,67200.0,4,1,1,4,4
8.18,0,39,1,51.24,92324.23,2,1,0,7,8
7.28,0,31,1,60.03,85974.97,3,1,1,8,7
5.46,0,51,0,38.22,81867.24,4,0,0,4,7
2.73,0,40,0,40.2,67536.0,1,0,0,1,4
5.46,0,29,0,61.77,75235.86,2,1,1,2,5
6.37,0,55,0,40.05,92515.5,4,0,0,4,8
4.55,0,33,0,50.25,69646.5,2,1,1,2,4
6.37,0,57,1,27.95,73603.53,1,1,0,6,6
5.46,0,29,1,51.83,69441.83,2,1,1,7,5
5.46,0,36,1,40.32,67060.22,1,1,0,6,5
4.55,0,52,0,32.64,71285.76,4,0,0,4,6
9.09,0,52,1,39.84,95711.62,2,1,0,7,9
3.64,0,47,0,35.51,70096.74,4,0,0,4,5
10.0,0,58,1,36.96,99038.02,4,1,0,9,10
4.55,0,43,0,46.74,84412.44,1,0,0,1,6
8.18,0,57,1,32.25,84927.15,1,1,0,6,8
5.46,0,36,1,40.32,67060.22,4,1,0,9,5
8.18,0,40,1,48.0,88704.0,3,1,0,8,8
9.09,0,54,1,36.34,90661.03,4,1,0,9,9
